	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Periode	overlijdensdag	overlijdensmaand	Opmerkingen2
606	146	Jongestal	van	1	4	Allart Pieter	0				1612.0	0	1676.0	0	Persoonsgegevens: aanvankelijk Pieter genaamd. Ontving na adoptie door zijn oom Gellius van Jongstal in circa 1636 de voornamen Allart Pieter.	9	9.0	11.0	
607	147	Pruissen	van	1	4	Sebastiaen	0				1580.0	1	1640.0	0		9	5.0	10.0	
608	148	Saeckma		1	4	Dirck	0				1610.0	0	1666.0	0	Overig: was secretaris van Leeuwarden.	9	28.0	1.0	
609	149	Aylva	van	1	1	Epo	1				1612.0	0	1645.0	0	Overig: was grietman van 't Bildt 1632-1639 en Baarderadeel 1639-1640.	9	24.0	6.0	
610	150	Buttinga		1	4	Cornelis	0				1603.0	0	1645.0	0		9			
611	151	Harinxma thoe Slooten	van	1	1	Pieter	1				1610.0	0	1669.0	0		9	30.0	7.0	
612	152	Grovestins	van	1	1	Hector	1				1606.0	0	1643.0	0		9	30.0	12.0	
613	153	Doyem	van	1	1	Orck	0				1609.0	1	1647.0	0		9	8.0	11.0	
614	155	Gualtheri		1	4	Gualtherus	0				1592.0	0	1652.0	1	Persoonsgegevens: het jaar van overlijden is onzeker.	9			
615	156	Glinstra	van	1	4	Johannes	0				1614.0	0	1678.0	0		9	10.0	10.0	
616	157	Jepema		1	4	Hartesius	0				1611.0	0	1666.0	0		9	24.0	3.0	
617	158	Andreae	van	1	1	Henning Georg	1				1610.0	0	1656.0	0		9		10.0	
618	160	Nijs		1	1	Petrus	0				1617.0	0	1660.0	0		9	24.0	9.0	
619	161	Sminia	van	1	4	Jetze	0				1625.0	0	1678.0	0	Overig: was grietman van Gaasterland 1669-1678.	9	16.0	12.0	
620	162	Scheltinga	van	1	4	Dirck	0				1621.0	0	1671.0	0		9	22.0	12.0	
621	163	Vierssen	van	1	4	Willem	0				1621.0	0	1678.0	0	Persoonsgegevens: Wapenheraut geeft geboortejaar 1619, Vries 1621.	9	12.0	1.0	
622	164	Bouricius	van	1	4	Johannes	0				1623.0	1	1671.0	0	Overig: was volgens Vries ook lid van de Generaliteits-Rekenkamer. Daarvoor zijn elders echter geen bewijzen gevonden.	9	9.0	1.0	
623	165	Knijff		1	4	Horatius	0				1628.0	0	1679.0	0		9	12.0	1.0	
624	166	Grovestins	van	1	1	Assuerus	1				1632.0	1	1699.0	0		9	13.0	11.0	
625	168	Ockinga	van	1	1	Jarich	1				1644.0	0	1714.0	0		9	7.0	11.0	
626	169	Doma	van	1	4	Pibo	0				1614.0	0	1675.0	0		9	12.0	2.0	
627	170	Rhala	(van)	1	4	Johannes	0				1630.0	0	1686.0	0		9	16.0	6.0	
628	171	Adius		1	4	Gerhardus	0				1627.0	0	1676.0	0		9	11.0	11.0	
629	172	Doys		1	1	Gerlich	1				1626.0	0	1685.0	0		9	21.0	2.0	
630	173	Humalda	van	1	1	Philippus	1				1616.0	1	1672.0	0		9	21.0	2.0	
631	174	Sirtema van Grovestins		1	1	Binnert Heringa	1				1641.0	0	1696.0	0	"Persoonsgegevens: Baerdt geeft afwijkende overlijdensdatum 24 oktober in plaats van 24 november.
Overig: was blijkens Vries ook gedeputeerde ter Staten-Generaal van 1680-1683 en 1689-1692. In beide gevallen lijkt echter sprake van verwarring met zijn zitting in Gedeputeerde Staten in dezelfde perioden.
Was grietman van Ferwerderadeel 1679-1696."	9	24.0	11.0	
632	175	Burum	van	1	4	Franciscus	0				1641.0	0	1710.0	0	Persoonsgegevens: Raad van State 450 jaar geeft afwijkend geboortejaar 1640 en afwijkende overlijdensdatum 19 in plaats van 5 februari.	9	5.0	2.0	
633	176	Vierssen	van	1	4	Gijsbert	0				1638.0	0	1698.0	0	Overig: De Haan Hettema meent dat hij in 1667 secretaris van de Staten van Friesland werd, maar daarvoor is elders geen bewijs aangetroffen. Vermoedelijk is sprake van verwarring met het ambt van secretaris van Gedeputeerde Staten.	9	10.0	6.0	
634	177	Sixma	van	1	1	Agge	1				1636.0	0	1699.0	0	Overig: was grietman van Barradeel 1684-1689.	9	26.0	6.0	
635	178	Blau	de	1	4	Quirijn	0				1645.0	0	1692.0	0		9	6.0	5.0	
636	179	Scheltinga	van	1	4	Martinus	0				1656.0	0	1726.0	0	"Overig: bekleedde mogelijk ook de functies van gedeputeerde ter Staten-Generaal 1715-1716, gecommitteerde in de Generaliteits-Rekenkamer 1716-1718 en gecommitteerde in de Admiraliteit in Friesland vanaf 1718, die nu bij zijn naamgenoot zijn geplaatst (1666-1742, elders in deze database).
Was grietman van Engwirden 1715-1721."	9	21.0	1.0	
637	180	Idsinga	van	1	4	Harmannus	0				1638.0	0	1698.0	0		9	3.0	11.0	
638	181	Huber		1	4	Ulricus	0				1636.0	0	1694.0	0		9	8.0	11.0	
639	182	Sminia	Baerdt van	1	1	Hobbe	0				1655.0	0	1721.0	0		9	21.0	10.0	
640	183	Jorritsma		1	4	Franciscus	0				1644.0	0	1716.0	0		9	5.0	5.0	
641	184	Vierssen	van	1	4	Matthias	0				1660.0	0	1699.0	0		9	7.0	8.0	
642	186	Bouricius	van	1	1	Hector	0				1660.0	1	1705.0	0		9	5.0	9.0	
643	187	Vierssen	van	1	4	Cornelis	0				1668.0	0	1694.0	0		9	6.0	9.0	
644	188	Hamerster		1	4	Aggaeus	0				1662.0	0	1717.0	0		9	18.0	7.0	
645	189	Haersma	van	1	4	Hector Livius	0				1673.0	0	1720.0	0		9	10.0	4.0	
646	190	Knock		1	4	Barold	0				1664.0	0	1722.0	0		9			
647	191	Knijff	van	1	1	Goslick	0				1666.0	0	1712.0	0		9	1.0	12.0	
648	192	Burmania	Aylva van	1	1	Ulbe	1				1680.0	0	1762.0	0	Overig: was grietman van Leeuwarderadeel 1702-1721.	9	12.0	8.0	
649	193	Sixma van Andla		1	1	Ulbe	1				1673.0	0	1760.0	0		9	17.0	3.0	
650	194	Gemmenich thoe Kingma	van	1	4	Zachaeus	0				1654.0	0	1720.0	0		9	20.0	5.0	
651	195	Kempenaer	de	1	4	Dancker	0				1668.0	0	1746.0	0	Persoonsgegevens: Raad van State 450 jaar geeft afwijkende overlijdensdatum 25 juni in plaats van 25 juli.	9	25.0	7.0	
652	196	Burmania	van	1	1	Sjuck	1				1666.0	0	1726.0	0		9	21.0	5.0	Persoonsgegevens: overlijden mogelijk 22 mei.
653	197	Lycklama à Nijeholt		1	4	Pierius	0				1681.0	0	1720.0	0		9	14.0	9.0	
654	198	Schultens		1	4	Johan Hendrik	0				1683.0	0	1730.0	0		9	16.0	8.0	
655	199	Scheltinga	van	1	4	Gajus	0				1682.0	0	1730.0	0	Overig: was grietman van Kollumerland 1725-1730.	9	19.0	1.0	
656	200	Aylva	van	1	1	Hans Willem	1				1694.0	0	1733.0	0	Overig: was grietman van Baarderadeel vanaf 1722.	9		12.0	
657	201	Hamerster		1	4	Dominicus	0				1689.0	0	1774.0	0		9	11.0	5.0	
658	202	Huber		1	4	Zacharias	0				1669.0	0	1732.0	0		9	21.0	10.0	
659	203	Haersma	van	1	1	Arent Aulus	0				1702.0	0	1737.0	0		9	16.0	6.0	
660	204	Knock		1	4	Bernhardus Hermannus	0				1695.0	0	1780.0	0		9	9.0	1.0	
661	205	Vierssen	van	1	4	Willem	0				1692.0	1	1782.0	0	Persoonsgegevens: De Haan Hettema en Wapenheraut geven geboortedatum 31 december 1691, Vries 31 december 1692.	9	18.0	6.0	
662	207	Boelens	van	1	4	Ayso	0				1694.0	0	1782.0	0		9	16.0	6.0	
663	209	Sloterdijck	van	1	4	Titus	0				1677.0	0	1744.0	0		9	28.0	4.0	
664	210	Vierssen	van	1	4	Philippus	0				1672.0	0	1752.0	0		9	30.0	3.0	
665	211	Lycklama à Nijeholt		1	1	Tinco	0				1696.0	0	1762.0	0	Overig: was grietman van Utingeradeel 1757-1762.	9	22.0	3.0	
666	212	Wielinga		1	4	Epeus	0				1702.0	0	1773.0	0		9	4.0	10.0	
667	213	Kempenaer	de	1	1	Jan	0				1711.0	0	1789.0	0		9	12.0	1.0	
668	214	Burmania	van	1	1	Laas	1				1709.0	0	1784.0	0		9	25.0	12.0	
669	215	Burmania	van	1	1	Eduard Marius	1				1700.0	0	1789.0	0		9	19.0	7.0	
670	216	Burmania	van	1	1	Edzard Hobbe	1				1698.0	0	1772.0	0		9	24.0	7.0	
671	218	Haersma	van	1	4	Johan Lodewijk Doys	0				1723.0	0		0	Persoonsgegevens: overleden na 1788.	9			
672	219	Wijckel	van	1	4	Johan	0				1731.0	0	1781.0	0		9	7.0	1.0	
673	220	Acronius	van	1	4	Isaäc	0				1712.0	0	1771.0	0		9	20.0	7.0	
674	221	Blau	de	1	4	Quirijn	0				1726.0	0	1780.0	0		9	16.0	12.0	
675	1166	Buttinga		1	1	Pieter	0				1608.0	0	1670.0	0		9	2.0	10.0	
676	223	Sminia	van	1	1	Arent Johannes	0				1737.0	0	1820.0	0		9	9.0	3.0	
677	224	Hamerster		1	4	Hermannus Ulricus	0				1720.0	0	1779.0	0		9	14.0	11.0	
678	225	Binckes		1	4	Simon	0				1732.0	0	1786.0	0		9	13.0	10.0	
679	226	Idsinga	van	1	4	Johan	0				1736.0	0	1814.0	0		9	22.0	3.0	
680	230	Huber		1	4	Hermannus Ulricus	0				1737.0	0	1797.0	0		9	9.0	6.0	
681	232	Haren	Andreae van	1	4	Jan Poppe	1				1755.0	0	1818.0	0		9	14.0	3.0	
682	234	Sloterdijck	van	1	4	Matthijs Arnold	0				1710.0	0	1792.0	0		9	3.0	2.0	
683	237	Cocq		1	4	Simon	0				1754.0	0		0	Persoonsgegevens: overleden na 1811.	9			
684	243	Bullant		1	1	Philippus	0					0		0		9			
685	244	Bauwetten	van der	1	1	Simon	0					0	1541.0	0		9			
686	245	Boeymer	van	1	1	Arent	0					0	1548.0	0		9			
687	246	Duvenee	van	1	4	Govert	0					0	1557.0	0		9			
688	247	Eemskerck	van	1	1	Pieter	0					0		0		9			
689	250	Jeltinga	van	1	1	Buwe	1				1557.0	0	1615.0	0		9	22.0	3.0	
690	255	Glinstra	van	1	4	Epeus	0				1606.0	0	1677.0	0		9			
691	258	Sloterdijck	van	1	4	Frederick	0				1681.0	0	1767.0	0	Vroedschap: Nederland's Patriciaat geeft 1730-1743.	9	19.0	11.0	
692	259	Sloterdijck		1	1	Harmannus	0				1709.0	0	1779.0	0	Vroedschap: Nederland's Patriciaat geeft aanvang 1764.	9	6.0	12.0	
693	263	Glinstra	van	1	4	Vincentius	0				1735.0	0	1780.0	0	"Persoonsgegevens: De Haan Hettema geeft afwijkend geboortejaar 1734.
Overig: was grietman van Oost-Stellingwerf 1773-1780."	9	3.0	8.0	
694	265	Haer	van der	1	4	Henricus	0				1751.0	0	1811.0	0		9	29.0	7.0	
695	267	Geele	van	1	4	Julius	0					0	1567.0	0		9	1.0	7.0	
696	270	Adius		1	1	Isaak Martyn	0				1666.0	0	1719.0	0		9	12.0	6.0	
697	271	Adius		1	4	Jacobus	0				1622.0	0	1692.0	0		9	2.0	10.0	
698	279	Altena van Bergum	van	1	1	Henricus Wiardus	0				1709.0	1	1771.0	0	Overig: was grietman van Tietjerksteradeel 1752-1772.	9	13.0	12.0	
699	286	Andringa	van	1	1	Lubbert	0				1656.0	0	1682.0	0	Overig: was grietman van Utingeradeel 1670-1682.	9	18.0	12.0	
700	287	Andringa	van	1	1	Regnerus	0				1612.0	0	1671.0	0	Overig: was grietman van Utingeradeel 1640-1669. Vries geeft eindjaar 1670, maar blijkens de lijst van Engels van Gedeputeerde Staten van Friesland (zie de institutionele toelichting bij dat college) wordt hij al in 1669 opgevolgd door Frederik van Sminia.	9	10.0	5.0	
701	288	Andringa	van	1	1	Regnerus	0				1674.0	0	1754.0	0	"Overig: de lijst van gedeputeerden ter Staten-Generaal voor Friesland door Engels (zie institutionele toelichting bij dat college) geeft in 1737 de benoeming van Andringa in de Staten-Generaal voor Zevenwolden voor twee jaar. De lijst geeft voor hetzelfde jaar de benoeming van Philip Frederick Vegelin van Claerbergen voor twee jaar. De zitting van twee ordinaris-gedeputeerden in deze periode voor Zevenwolden is niet mogelijk (de vijfde ordinaris plaats voor Friesland werd op dat moment bezet door het kwartier der Steden). Omdat Vegelin van Claerbergen, in tegenstelling tot Andringa, in de genoemde lijst ook in 1738 als gedeputeerde wordt opgevoerd, én omdat Andringa van 1737-1739 in de Admiraliteit te Amsterdam was gecommitteerd, is aangenomen dat Andringa het ambt op Vegelin van Claerbergen heeft getransporteerd. 
Was grietman van Lemsterland 1692-1741."	9	25.0	8.0	
