	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Opmerkingen2	Periode	overlijdensdag	overlijdensmaand
3364	3707	Voorst tot Hagenvoorde		1.0		Derk	1					0	1650	0			1	13.0	11.0
3365	3708	Ittersum tot Nijenhuis	van	1.0		Robert	1				1592.0	0	1636	0			1	3.0	4.0
3366	3709	Bentinck tot Werkeren		1.0		Wolf	1					0	1638	0			1	2.0	12.0
3367	3710	Haersolte tot Westerveld	van	1.0		Rutger	1					0	1666	0			1	11.0	4.0
3368	3711	Rechteren tot Verborg	van	1.0		Johan Willem	1				1658.0	0	1718	0			1	18.0	11.0
3369	3712	Coeverden tot Rhaan	van	1.0		Gosen Hendrik	1				1688.0	0	1749	0			1	15.0	5.0
3370	3713	Pallandt tot Zuthem	van	1.0		Adolf Warner	1				1727.0	0	1803	0	Buitenlandse adelstitel: baron H.R.R.		1	23.0	2.0
3371	3714	Rechteren tot Gramsbergen	van	1.0		Jacob Godefroy	1	jonkheer			1736.0	0	1831	0			1	27.0	7.0
3372	3715	Coeverden tot Rande	van	1.0	4.0	Johannes Wolter	1				1730.0	0	1779	0			1	3.0	10.0
3373	3716	Pallandt	van	3.0		Adolph Warner	1		Pallandt	Eerde	1745.0	0	1823	0	Adelspredicaat: 1814/adelstitel: 1818		1	7.0	12.0
3374	3717	Bentinck tot Beverfeurde		3.0	4.0	Adolf Carel	1				1764.0	0	1837	0	"Persoonsgegevens: de identificatie van Adolf Carel Bentinck tot Beverfeurde met idem tot Nijenhuis volgt uit mededeling Mensema dat hij in ridderschap verschreven is namens Nijenhuis op 18 april 1792.
Adelstitel: baron bij Koninklijk Besluit 1819."		1	11.0	3.0
3375	3718	Voorst	van	1.0		Herman	1					0	1618	0			1		
3376	3719	Heerdt tot Eversberg	van	1.0		Adam	1				1556.0	0	1640	0			1	9.0	7.0
3377	3720	Coeverden tot Stoevelaar	van	1.0		Borchard Amelis	1				1659.0	0	1710	0			1	24.0	10.0
3378	3721	Munchausen tot Oldemeule	von	1.0		Otto Georg	1				1659.0	0	1727	0			1	11.0	9.0
3379	3722	Munchausen tot Oldemeule	van	1.0		Johan Christoffel Ludolf	1					0	1745	0			1	9.0	4.0
3380	3723	Sloet tot Bellinkhof		1.0		Jan Zeger	1				1747.0	0	1804	0			1	14.0	1.0
3381	3724	Echten	van	1.0		Johan	1				1540.0	0	1619	0		Persoonsgegevens: overleden in maart-april.	1		
3382	3725	Sloet		1.0		Coenraad	1				1552.0	1	1603	0		Persoonsgegevens: overleden kort vÃ³Ã³r 21 oktober.	1		10.0
3383	3726	Sloet tot Nijerwal		1.0		Roelof	1				1555.0	1	1628	0			1		
3384	3727	Sloet tot Cannevelt		1.0		Hendrik	1				1609.0	1	1673	0			1		
3385	3728	Sloet tot Tweenijenhuizen		1.0		Johan	1					0	1690	0			1		3.0
3386	3729	Isselmuden tot Rollecate	van	1.0		Hendrik	1				1647.0	0	1691	0			1	21.0	11.0
3387	3731	Vos van Steenwijk tot Nijerwal	de	1.0		Reint	1				1637.0	0	1705	0			1	24.0	11.0
3388	3732	Sloet tot Hagensdorp		1.0		Arend Herman	1				1661.0	0	1728	0			1	3.0	3.0
3389	3733	Isselmuden tot Rollecate	van	1.0		Hendrik	1				1705.0	0	1741	0			1	22.0	2.0
3390	3734	Gansneb genaamd Tengnagel tot Bonkenhave		1.0		Allard Johan	1				1692.0	0	1774	0			1	23.0	5.0
3391	3735	Sloet van Marxveld		3.0	4.0	Reint Wolter	1				1755.0	0	1842	0	"Persoonsgegevens: naamstoevoeging Van Marxveld 1785.
Adelspredicaat: 1814/adelstitel: 1819."		1	23.0	8.0
3392	3736	Sloet tot Tweenyenhuizen		3.0		Coenraad Willem	1		Nijenhuis	Bredenhorst	1767.0	0	1849	0	Adelspredicaat: 1814/adelstitel: 1819.		1	23.0	11.0
3393	3737	Winssem	van	1.0		Herman	0					0	1595	0	Overig: was hofmeester van de graaf van Nassau (waarschijnlijk Willem Lodewijk).		1	5.0	11.0
3394	3738	Augustinus		1.0		Coenraad	0					0	1607	1	"Raad: mogelijk tot 1606.
Persoonsgegevens: mogelijk overleden eind 1606."		1		
3395	3739	Beecke	van der	1.0		Herman	0				1579.0	0	1631	0			1	23.0	7.0
3396	3741	Nilant		1.0	4.0	Jellis	0				1596.0	0	1661	0			1		
3397	3742	Berdenis		1.0	4.0	Derk	0				1609.0	1	1667	0			1		
3398	3743	Lespierre	de	1.0	4.0	Bernhard	0				1624.0	0	1709	0		Persoonsgegevens: begraven op 9 september.	1		
3399	3744	Jordens		1.0		Joan	0				1639.0	0	1693	0		Persoonsgegevens: begraven op 4 september.	1		
3400	3745	Duren	van	1.0		Damiaan	0				1651.0	0	1729	0			1	18.0	5.0
3401	3746	Suchtelen	van	1.0		Johan	0				1732.0	1	1803	0			1	31.0	8.0
3402	3747	Hendriksz.		1.0		Christoffel	0				1561.0	1		0			1		
3403	3749	Vene		1.0		Jacob	0					0	1603	0			1	21.0	8.0
3404	3750	Hendriksz.		1.0		Wolf	0					0		0			1		
3405	3751	Ruitenberg	van	1.0		Steven	0				1546.0	1		0	Persoonsgegevens: overleden vÃ³Ã³r 1 juli 1629.		1		
3406	3752	Hoff		1.0		Albert Johansz.	0				1565.0	0	1631	1	Persoonsgegevens: overlijden mogelijk in 1632.		1		
3407	3753	Moock		1.0		Peter Hendriksz.	0					0	1652	1			1		
3408	3754	Petersz.		1.0		Goert	0				1562.0	1	1629	0	Raad: mogelijk ook 1600-1601.		1		10.0
3409	3755	Louwensz.		1.0		Johan	0				1578.0	1		0			1		
3410	3756	Steenbergen		1.0		Teunis Roelofsz.	0				1585.0	1	1643	0			1		
3411	3757	Hoolboom		1.0		Reinier Johansz.	0					0	1658	0			1		
3412	3758	Witte		1.0		Arend	0				1598.0	0	1654	0			1	7.0	6.0
3413	3759	Voorne		1.0		Hendrik	0					0	1660	0			1		
3414	3760	Stuurman		1.0	4.0	Hendrik Crachtsz.	0					0		0	Persoonsgegevens: overleden tussen 25 april 1672 en 24 februari 1674.		1		
3415	3761	Steenbergen		1.0		Roelof	0					0		0			1		
3416	3762	Gansneb genaamd Tengnagel		1.0		Otto	0					0		0	Persoonsgegevens: overleden vÃ³Ã³r 11 november 1687.		1		
3417	3763	Santen	van	1.0		Gerhard Willem	0				1655.0	1	1705	0		Persoonsgegevens: begraven op 3 juli.	1		
3418	3764	Merwede	van de	1.0		Adriaan Willem	1	jonkheer			1655.0	0	1740	0		Persoonsgegevens: begraven op 4 april.	1		
3419	3765	Gansneb genaamd Tengnagel		1.0		Wolter Herman	0				1676.0	0	1715	0		Persoonsgegevens: begraven op 30 september.	1		9.0
3420	3766	Herweijer		1.0		Aper	0					1	1727	0			1	15.0	9.0
3421	3767	Lulofsz.		1.0		Hendrik	0					0	1719	0		Persoonsgegevens: begraven op 27 maart.	1		3.0
3422	3768	Marle	van	1.0		Berend	0				1682.0	0	1767	0			1	21.0	12.0
3423	3769	Welberg	ter	1.0	4.0	Johan	0					0	1753	0		Persoonsgegevens: begraven op 21 mei.	1		5.0
3424	3770	Krof		1.0		Claas	0				1676.0	1	1757	0		Persoonsgegevens: begraven op 27 december.	1		12.0
3425	3771	Optenoort		1.0	4.0	Joost Jan	0				1764.0	0	1830	0	Overig: was tot dood vice-president van de rechtbank te Zwolle.		1	22.0	7.0
3426	3772	Ittersum	van	1.0		Wolf	0					0	1637	0			1		
3427	3773	Jellissen		1.0		Jan	0					0	1617	0			1		
3428	3774	Tongeren	van	1.0		Jan	0					0	1631	0			1		
3429	3775	Hardenstein		1.0		Pelgrim	0					0	1624	0			1		
3430	3776	Brandenborch		1.0		Gerrit	0					0	1629	0	Persoonsgegevens: Van Doorninck geeft jaar van overlijden 1628, Streng 1629.		1		
3431	3777	Haersolte	van	1.0		Johan Arentsz.	0				1578.0	1	1635	0			1		
3432	3778	Beecke	van der	1.0		Robert	0					0	1665	0			1		
3433	3779	Ewolts		1.0		Herman	0					0	1647	0			1	1.0	2.0
3434	3780	Nuis		1.0		Otto Albertsz.	0					0	1649	0			1	10.0	2.0
3435	3781	Rouse		1.0		Henrik	0					0	1650	0			1	10.0	12.0
3436	3782	Putten	van	1.0		Peter	0					0	1679	0			1		
3437	3783	Golts		1.0		Jan Gerritsz.	0					0	1658	0			1	1.0	9.0
3438	3784	Meeuwsen		1.0		Herman	0				1622.0	0	1699	0			1	14.0	6.0
3439	3785	Queisen		1.0		Herman	0				1630.0	0	1693	0			1		
3440	3786	Soury		1.0		Peter	0					0	1695	0			1		5.0
3441	3787	Royer		1.0		Hendrik	0				1653.0	1	1731	0			1	31.0	5.0
3442	3788	Vriesen		1.0		Diederik	0					0		0			1		
3443	3789	Greven		1.0		Albert	0					0	1718	0		Persoonsgegevens: begraven op 30 augustus.	1		8.0
3444	3790	Muiden	van	1.0		Joan	0				1652.0	1	1722	0			1		4.0
3445	3791	Rijssen	van	1.0	3.0	Bernard	0					0	1740	0			1		5.0
3446	3792	Tobias		1.0		Herman	0				1663.0	0	1724	0			1		
3447	3793	Greven		1.0		Arnold	0					0	1743	0			1		
3448	3794	Gelderman		1.0		Arnold	0				1677.0	0	1757	0		Persoonsgegevens: begraven op 14 december.	1		
3449	3795	Molkenbour		1.0		Gerard	0				1661.0	0	1740	0		Persoonsgegevens: begraven op 25 mei.	1		5.0
3450	3796	Sprakel		1.0		Christoffel	0				1682.0	0	1728	0		Persoonsgegevens: begraven op 21 mei.	1		5.0
3451	3797	Berg		1.0		Willem	0				1678.0	0	1763	0			1		
3452	3798	Greven		1.0		Willem Albert	0					0	1746	0			1	9.0	1.0
3453	3799	Golts		1.0		Joan	0					0	1742	0		Persoonsgegevens: begraven op 29 januari.	1		1.0
3454	3800	Marienburgh		1.0		Engelbert	0				1692.0	0	1769	0		Persoonsgegevens: begraven op 22 juli.	1		7.0
3455	3802	Thomassen Ã  Thuessink		1.0	4.0	David	0				1734.0	0	1817	0			1		
3456	3803	Metelerkamp		1.0	4.0	Jan Jacob	0				1749.0	0	1831	0			1	17.0	4.0
3457	3804	Wicherlinck		1.0	4.0	Willem Hendrik	0				1728.0	0	1808	0			1		
3458	3805	Wyck	van der	1.0		Johan Derk	0				1740.0	0	1796	0			1		
3459	3806	Gronden	van der	1.0	4.0	Willem Steven	0				1758.0	0	1832	0			1	25.0	12.0
3460	3807	Rechteren	van	1.0		Zeger	0		Rechteren	Bredenhorst		0	1604	0	"Persoonsgegevens: Nederland's Adelsboek en Nederlandsche Leeuw geven 1603 als jaar van overlijden, Mensema 1604.
Heerlijkheden: verwerving Rechteren 1596.
Overleden kort vÃ³Ã³r 15 oktober."		1		
3461	3808	Hoevell	van	1.0		Roelof	0					0	1614	0			1	20.0	12.0
3462	3809	Voorst tot Hagenvoorde		1.0		Hiddo van	0					0	1584	0			1		
3463	3810	Beeck	van der	1.0		Jan	0					0	1610	0			1	10.0	2.0
3464	3811	Gansneb genaamd Tengnagel		1.0	3.0	Otto	0					0	1584	0			1	22.0	22.0
3465	3812	Kuilen	ter	1.0	3.0	Lambert	0					0	1592	0			1		
3466	3813	Basters		1.0		Derk	0					0	1584	0			1		
3467	3814	Ittersum	van	1.0		Berend	0					0	1610	0	Persoonsgegevens: was in 1573 nog minderjarig.		1		
3468	3815	Roelinck		1.0		Dirck	0					0	1608	0			1		
3469	3816	Doornebos		1.0		Derk	0					0		0			1		
3470	3818	Voet		1.0		Berend	0					0		0			1		
3471	3819	Roelinck		1.0		Herman	0					0	1652	0	Persoonsgegevens: Bloys van Treslong Prins geeft afwijkende overlijdensdatum 20 februari in plaats van september.		1		9.0
3472	3820	Roelinck		1.0		Diderik	0					0		0			1		
3473	3821	Holt		1.0		Joannes	0					0		0			1		
3474	3822	Breda	van	1.0		Rutger	0					0	1693	0	Overig: was secretaris van Kampen.		1	19.0	1.0
3475	3823	Jordens		1.0		Hendrik	0				1663.0	0	1715	0	Persoonsgegevens: de leefjaren zijn niet geheel zeker bij de griffier van Gedeputeerde Staten van Overijssel. Daarbij geven Nederlandsche Leeuw 47 (1929) 124 en Nederland's Patriciaat 52 (1966) 217 leefjaren 1667-1716 voor dezelfde persoon die Lindeman noemt.		1		
3476	3824	Rouse		1.0	4.0	Joan	0				1683.0	0	1762	0			1		1.0
3477	3825	Dumbar		1.0	4.0	Derk	0				1713.0	0	1789	0	Persoonsgegevens: Schilder geeft afwijkende overlijdensdatum 14 in plaats van 18 december.		1	18.0	12.0
3478	3826	Tydeman		1.0	4.0	Meinard	0				1741.0	0	1825	0			1		
3479	3830	Buteux		1.0	3.0	Pieter	0				1702.0	0	1762	0			1		
3480	3831	Citters	van	1.0	4.0	Willem	0				1751.0	0	1803	0			1		
3481	3832	Mogge van Renesse		1.0	4.0	Pieter	0				1698.0	0	1756	0			1	6.0	11.0
3482	3833	Cau		1.0	4.0	Iman	0				1716.0	0	1801	0			1		
3483	3834	Bout		1.0	4.0	Pieter	0				1693.0	0	1778	0			1		
3484	3835	Lynden van Blitterswijk	van	3.0		Adriaan Jacob	1				1733.0	0	1759	0			1	6.0	12.0
3485	3836	Verelst		1.0		Johan Louis jr.	0				1740.0	0	1761	0	Overig: was pensionaris van Goes.		1	16.0	9.0
3486	3837	Lynden	van	3.0		Derk Wolter	1					0	1806	0			1		
3487	3838	Borssele van Geldermalsen	van	3.0		Adriaan Jan	1				1746.0	0	1806	0			1		
3488	3839	Borssele	van	1.0		Willem Zelandus	1	jonkheer			1757.0	0	1837	0	Adelspredicaat: 1814. Was tijdens de periode van de Republiek baron.		1	8.0	1.0
3489	3840	Brakell		3.0		Philip Jacob	1				1734.0	0	1808	0			1		
3490	3841	Campen	van	1.0		Silvester	0				1554.0	0		0	Overig: was pensionaris van Goes.		1		
3491	3842	Cruiningen	van	1.0		Maximiliaan	1		Kruiningen	Heenvliet, Haamstede, Westerschouwen	1555.0	0	1612	0			1		
3492	3843	Soete de Laecke van Haultain	de	1.0		Philips	1	jonkheer				0	1625	0			1	15.0	11.0
3493	3844	Schotte		1.0	4.0	Simon	0					0	1645	0	Overig: was tweede secretaris van Middelburg 1599, eerste secretaris 1611.		1	1.0	8.0
3494	3845	Berchem	van	1.0		Jacob	1	jonkheer				0		0			1		
3495	3846	Lucas		1.0		Guillaume	0					0		0			1		
3496	3847	Jonge	de	1.0		Johan	0		Oosterland	's Heer-Jansland, Oosterstein	1614.0	0	1654	0	Overig: was president van de Grote Vergadering in 1651. Vos noemt hem gedeputeerde ter Staten-Generaal in 1646; aangezien er geen commissie aangetroffen is als ordinaris-gedeputeerde, zal dit een extraordinaris deputatie hebben betroffen.		1	10.0	5.0
3497	3848	Borssele van der Hooge	van	1.0		Jacob	0		Geldermalsen	Kleverskerke	1622.0	0	1685	0			1	2.0	8.0
3498	3849	Borssele van der Hooghe	van	1.0		Adriaan	0		Geldermalsen		1658.0	0	1728	0	Persoonsgegevens: Jaarboek van het Centraal Bureau voor Genealogie geeft onjuist voornaam 'Johan'. Nagtglas geeft afwijkende overlijdensdatum 29 in plaats van 30 april.		1	30.0	4.0
3499	3850	Sonsbeeck	van	1.0		Willem	0				1681.0	0	1737	0	"Persoonsgegevens: Wapenheraut en Nagtglas geven onjuist overlijden 1752 (zie genoemde jaargang Wapenheraut blz. 155, noot 2), Nederland's Patriciaat 1910 onjuist 1757.
Overig: Nagtglas meent dat hij gecommitteerde was in Gecommitteerde Raden van Zeeland, maar dat wordt door andere bronnen niet bevestigd."		1	1.0	11.0
3500	3851	Bodel		1.0		Johan	0					0	1746	0			1		
3501	3852	Verelst	van	4.0		Dirk Huibert	1				1717.0	0	1774	0	Persoonsgegevens: Nagtglas geeft voornamen 'David Hubert' en onjuist jaar van overlijden 1778, Raad van State 450 jaar 1774.		1	26.0	1.0
3502	3853	Warkier		1.0		Johan	0					0	1746	1	"Persoonsgegevens: overleden vÃ³Ã³r 20 oktober 1746, mogelijk vÃ³Ã³r dat jaar.
Overig: volgens Raad van State 450 jaar. Repertorium ('s-Gravenhage 1983) lid van dat college vanaf 1741, maar dat is onjuist; Warkier werd in dat jaar benoemd tot gecommitteerde in de Generaliteits-Rekenkamer."		1		
3503	3854	Scheyderuyt		1.0	4.0	Pieter	0				1694.0	1	1770	0	Persoonsgegevens: Algemeen Nederlandsch Familieblad geeft afwijkende overlijdensdatum 28 in plaats van 30 augustus.		1	30.0	8.0
3504	3855	Lichtenbergh	van	1.0		Carel Johan	0				1738.0	0	1811	0			1		
3505	3856	Pous	Stavenisse	1.0	4.0	Herman Jacob	0				1750.0	0	1800	0	Overig: volgens Raad van State 450 jaar en Vos ook raadsheer in het Hof van Holland, maar dat wordt door andere bronnen niet bevestigd.		1		
3506	3857	Nolthenius		1.0		Willem Hendrik	0					0	1761	0	Persoonsgegevens: Algemeen Nederlandsch Familieblad geeft overlijden 26 november 1760, GabriÃ«ls 1761.		1		
3507	3858	Godin		1.0	4.0	Cornelis	0				1710.0	0	1767	0	Persoonsgegevens: Algemeen Nederlandsch Familieblad geeft afwijkende overlijdensdatum 30 in plaats van 29 december.		1	29.0	12.0
3508	3861	Beke	van der	1.0	4.0	Cornelis	0					0	1782	0			1	19.0	7.0
3509	3862	Pon	du	1.0	4.0	Robbert Hendrik	0					0	1786	0			1		
3510	3863	Schorer		1.0		Johan Assuerus	0					0		0			1		
3511	3864	Parduin		1.0		Simon Jaspersz.	0					0	1612	0			1	5.0	10.0
3512	3865	Teelingh		1.0		Johan	0					0	1623	0			1	23.0	2.0
3513	3866	Berchem	van	1.0		Johan	0					0	1648	0			1		12.0
3514	3867	Stavenisse		1.0		Adriaan	0					0		0			1		
3515	3868	Sage	le	1.0	4.0	Willem	0					0	1721	0			1		
3516	3869	Mandere	van der	1.0	4.0	Engelbert Johan	0		Ouwerkerk		1744.0	0	1827	0			1	9.0	3.0
3517	3870	Rijkaertsen		1.0		Arent	0					0	1599	0			1	16.0	4.0
3518	3871	Schotte		1.0		Jacob	0					0	1614	0			1		
3519	3872	Perre	van de	1.0		Adriaan	0					0	1618	0			1	3.0	3.0
3520	3873	Vet		1.0		Johan	0					0	1620	0	Persoonsgegevens: genoemd in F. Nagtglas, Levensberichten van Zeeuwen 2 (Middelburg 1893) 850, maar zonder nadere gegevens. Vermoedelijk identiek met Jan Jacobsz. Veth in M. van der Bijl, Idee en interest. Voorgeschiedenis, verloop en achtergronden van de politieke twisten in Zeeland en vooral in Middelburg tussen 1702 en 1715 (Groningen 1981) bijlage II.		1	18.0	9.0
3521	3874	Boreel		1.0		Jacob Pietersz.	0		Duinbeek	Westhove	1552.0	0	1636	0	Persoonsgegevens: archief Rekenkamer geeft afwijkende overlijdensdatum 20 in plaats van 19 december.		1	19.0	12.0
3522	3875	Becker		1.0		Steven	0					0	1670	0			1		
3523	3876	Pottey		1.0	4.0	Herman	0				1621.0	0	1691	0			1	29.0	7.0
3524	3877	Poort	van der	1.0	4.0	Johan	0					0	1698	0			1	9.0	10.0
3525	3878	Velters		1.0	4.0	Hendrik	0		Aagtekerke			0	1732	0			1		
3526	3879	Rombouts		1.0	4.0	Abraham	0					0	1725	0			1	3.0	9.0
3527	3880	Rue	de la	1.0	4.0	Pieter	0				1695.0	0	1770	0	Overig: auteur van 'Geletterd Zeeland' (1734) en 'Staatkundig en heldhaftig Zeeland' (1736).		1	1.0	12.0
3528	3881	Brande	van den	1.0	4.0	Johan Pieter	0		Cleverskerke		1707.0	0	1753	0	"Persoonsgegevens: Algemeen Nederlandsch Familieblad geeft overlijden 15 april, archief rekenkamer 18 maart, Van der Bijl onjuist 1758 (waarmee ook de termijn in het stadsbestuur van Middelburg onjuist is).
Buitenlandse adelstitel: ridder baronet (Engeland)."		1	18.0	3.0
3529	3882	Duvelaer		1.0	4.0	Abraham	0		Duinbeek			0	1785	0			1	12.0	3.0
3530	3883	Buteux		1.0	4.0	Pieter	0				1760.0	0	1836	0			1	1.0	10.0
3531	3884	Huybert	de	1.0		Anthony Anthonisz.	0				1559.0	0	1601	0			1	21.0	5.0
3532	3885	Cau		1.0		Nicolaas	0				1564.0	0	1635	0			1	25.0	5.0
3533	3886	Hoffer		1.0		Pieter	0				1571.0	0	1640	0		Persoonsgegevens: begraven op 5 maart.	1		
3534	3887	Jonge	de	1.0	4.0	Anthony	0		Bruinisse	Botland	1607.0	0	1669	0			1	28.0	5.0
3535	3888	Rollandt		1.0	4.0	Jacob	0				1601.0	0	1670	0			1	7.0	1.0
3536	3889	Mogge		1.0	4.0	Cornelis	0				1639.0	0	1693	0			1	16.0	5.0
3537	3890	Ockers		1.0	4.0	Jan	0				1635.0	0	1716	0			1	10.0	12.0
3538	3891	Jonge van Bruinisse	de	1.0	4.0	Willem	0		Bruinisse	Botland	1639.0	0	1705	0	"Persoonsgegevens: archief rekenkamer geeft afwijkend jaar van overlijden 1708.
Overig: Vos noemt hem gedeputeerde ter Staten-Generaal vanaf 1680; aangezien er geen commissie aangetroffen is als ordinaris-gedeputeerde, zal dit een extraordinaris deputatie hebben betroffen."		1	1.0	6.0
3539	3892	Cau		1.0	4.0	Iman Imansz.	0				1682.0	0	1728	0			1	30.0	6.0
3540	3893	Witte van Elkerzee	de	1.0	4.0	Cornelis	0				1701.0	0	1783	0			1	26.0	2.0
3541	3894	Noemer	van	1.0	4.0	Pieter	0				1700.0	0	1767	0			1	20.0	11.0
3542	3895	Jonge	de	1.0	4.0	Cornelis Cornelisz.	0				1739.0	0	1771	0			1	25.0	6.0
3543	3896	Jonge	de	1.0	4.0	Marinus Jan	0				1757.0	0	1837	0	Persoonsgegevens: Nagtglas geeft geboortejaar 1754, Vos 1757.		1	6.0	2.0
3544	3897	Goeree		1.0		Willem Jobsz.	0					0	1600	0			1	29.0	8.0
3545	3898	Mathiasz.		1.0		Cornelis	0					0	1604	0			1	22.0	11.0
3546	3899	Oostdijck		1.0		Pieter Willemsz.	0					0	1625	0			1	27.0	10.0
3547	3900	Backer		1.0		Johan Claesz.	0					0	1629	0			1	24.0	10.0
3548	3901	Watervliet		1.0	4.0	Gillis	0		Ellewoutsdijk			0	1635	0	Buitenlandse adelstitel: ridder (geen bijzonderheden bekend).		1	19.0	2.0
3549	3902	Eversdijk		1.0		Cornelis Fransz.	0				1586.0	0	1666	0			1	19.0	12.0
3550	3903	Nollens		1.0	4.0	Dignus	0				1629.0	0	1693	0			1	2.0	11.0
3551	3904	Schorer		1.0		Bernard	0				1661.0	0	1707	0			1		
3552	3905	Leydecker		1.0	4.0	Jacob	0					0	1723	0			1	7.0	6.0
3553	3906	Wevort van Ossenberg	van	1.0	4.0	Francois Louis	0					0	1752	0			1	8.0	9.0
3554	3907	Vogel		1.0	4.0	Johan Lodewijk	0					0	1773	0			1	5.0	3.0
3555	3908	Leydecker de Bruin		1.0	4.0	Jan Jacob	0					0		0			1		
3556	3909	Vrijberghe	van	1.0	4.0	Willem	0					0	1669	0	Mogelijk de gelijknamige persoon in Nederland's Adelsboek 46 (1953) 211, maar daar jaar van overlijden 1679.		1		
3557	3910	Vrijberghe	van	1.0	4.0	Adriaan	0				1649.0	0	1720	0	Persoonsgegevens: lijst archief rekenkamer inv. nr. 1113 geeft afwijkende overlijdensdatum 27 in plaats van 17 april.		1	17.0	4.0
3558	3911	Recxstoot		1.0	4.0	Dionisius	0					0	1738	0			1	10.0	6.0
3559	3912	Broeck	van den	1.0	4.0	Willem	0		Vrijhoeven		1702.0	0	1765	0	Persoonsgegevens: lijst archief rekenkamer inv. nr. 1112 geeft afwijkende overlijdensdatum 27 in plaats van 28 december.		1	28.0	12.0
3560	3913	Cras		1.0		Samuel Johan Philippus	0					0	1780	0			1	14.0	11.0
3561	3914	Turcq		1.0	4.0	Bonaventura Johan	0					0		0			1		
3562	3915	Schot		1.0		Gelein Bouwensz.	0					0	1601	0			1	24.0	11.0
3563	3916	Porrenaer		1.0		Cornelis Eeuwoudsz.	0					0	1618	0			1	26.0	12.0
3564	3917	Hendricxsz.		1.0		Johan	0					0	1633	0			1	9.0	4.0
3565	3918	Scheuye		1.0		Daniel  Leynsz.	0					0	1653	0	Persoonsgegevens: lijst archief rekenkamer inv. nr. 1112 geeft afwijkend jaar van overlijden 1659.		1	11.0	10.0
3566	3919	Honich		1.0		Nicolaas Jansz.	0					0		0			1		
3567	3920	Goch	van	1.0	4.0	Michiel	0				1603.0	1	1668	0	Persoonsgegevens: lijst in Zeeuws archief geeft afwijkend jaar van overlijden 1669.		1		7.0
3568	3922	Sonsbeeck	van	1.0	4.0	Leonard Constantijn	0				1739.0	0	1812	0	Overig: Sonsbeeck weigerde zijn benoeming dd. 8 mei 1807 tot assessor van de Landdrost van Zeeland vanwege bloedverwantschap.		1	19.0	3.0
3569	3923	Luycx		1.0		Cornelis Adriaansz.	0					0	1598	0			1	12.0	5.0
3570	3924	Vosbergen	van	1.0	4.0	Josias	0					0		0	Overig: komt voor in F. Nagtglas, Levensberichten van Zeeuwen 2 (Middelburg 1893) 898, maar zonder leefjaren.		1		
3571	3925	Velters		1.0		Cornelis	0					0		0			1		
3572	3926	Danckaerts		1.0		Cornelis	0					0	1653	0			1		8.0
3573	3927	Haese	de	1.0		Jacob	0					0	1670	0			1		
3574	3928	Sterthenius		1.0		Pieter	0					0	1676	0			1	23.0	4.0
3575	3929	Cuninghame		1.0		Aarnout	0					0	1681	0			1		
3576	3930	Haese	de	1.0	4.0	Hubrecht	0					0	1705	0			1	3.0	6.0
3577	3931	Thyssen		1.0	4.0	Adriaan Pietersz.	0					0	1739	0			1	8.0	12.0
3578	3932	Amoury		1.0		Jan	0					0	1766	0			1	25.0	5.0
3579	3933	Marinissen		1.0	4.0	Johannes	0					0	1791	0	Persoonsgegevens: het jaar van overlijden in Nagtglas is wellicht onjuist; er is geen opvolger van Marinissen in de Provinciale Rekenkamer bekend.		1		
3580	3934	Coorne		1.0		Pieter	0					0	1636	0			1	1.0	8.0
3581	3935	Huygens		1.0	4.0	Cornelis	0				1597.0	1	1637	0	Persoonsgegevens: lijst archief rekenkamer inv. nr. 1112 geeft afwijkende overlijdensdatum 4 in plaats van 14 november.		1	14.0	11.0
3582	3936	Thibaut		1.0	4.0	Johan	0				1634.0	0	1670	0			1	27.0	12.0
3583	3937	Zeylmaker		1.0	4.0	Louis	0					0	1673	0			1		
3584	3939	Verheije		1.0	4.0	Cornelis	0				1666.0	0	1697	0	Persoonsgegevens: Nagtglas heeft onjuist jaar van overlijden 1717.		1	5.0	3.0
3585	3940	Muncq	de	1.0	4.0	Jacobus	0					0		0			1		
3586	3941	Fannius		1.0	4.0	Daniel	0					0	1716	0			1	8.0	6.0
3587	3942	Kuijser	de	1.0	4.0	Hendrik	0				1675.0	0	1722	0			1	19.0	4.0
3588	3943	Isebree		1.0		Gerard	0				1674.0	0	1725	0	Persoonsgegevens: archief rekenkamer geeft overlijdensdatum 21, Algemeen Nederlandsch Familieblad begraafdatum 18 juni.		1	21.0	6.0
3589	3944	Ockersse		1.0	4.0	Jacob	0				1697.0	0	1764	0			1	16.0	11.0
3590	3945	Hurgronje		1.0	4.0	Adriaan Isaac	0				1739.0	1	1779	0			1	7.0	12.0
3591	3946	Reuver	de	1.0	4.0	Adriaan Jan	0					0		0			1		
3592	3947	Houte	van den	1.0	4.0	Jacob	0				1760.0	0	1812	0			1	10.0	2.0
3593	3961	Manmaker	de	1.0		Jacob	0		Hofwegen			0	1612	0	Heerlijkheid: verwerving 1601.		1		
